광역시도,지자체명,년도,월,일,요일,배출량(kg),배출량비율(일),배출회수,배출회수비율(일)
서울특별시,마포구,2017,08,31,5,"26,859,850",0.250612495,"11,463",0.174030538
서울특별시,마포구,2017,09,01,6,"46,008,450",0.454784753,"11,927",0.186354658
서울특별시,마포구,2017,09,02,7,"21,910,100",0.21657716,"11,670",0.182339135
서울특별시,마포구,2017,09,03,1,"32,782,550",0.324049254,"15,038",0.234962803
서울특별시,마포구,2017,09,04,2,"56,503,450",0.558525827,"12,428",0.194182585
서울특별시,마포구,2017,09,05,3,"28,409,300",0.280820512,"11,872",0.185495305
서울특별시,마포구,2017,09,06,4,"42,596,450",0.421057784,"11,582",0.180964169
서울특별시,마포구,2017,09,07,5,"24,915,200",0.246282,"11,651",0.182042267
서울특별시,마포구,2017,09,08,6,"45,980,200",0.454505507,"12,130",0.189526453
서울특별시,마포구,2017,09,09,7,"21,290,100",0.210448578,"11,410",0.178276737
서울특별시,마포구,2017,09,10,1,"30,877,600",0.305219187,"14,825",0.231634762
서울특별시,마포구,2017,09,11,2,"62,758,450",0.620355309,"12,137",0.189635825
서울특별시,마포구,2017,09,12,3,"35,609,300",0.351991139,"12,085",0.188823345
서울특별시,마포구,2017,09,13,4,"33,952,450",0.335613493,"11,776",0.183995343
서울특별시,마포구,2017,09,14,5,"35,550,700",0.351411889,"11,259",0.175917422
서울특별시,마포구,2017,09,15,6,"46,444,100",0.45909107,"11,677",0.182448507
서울특별시,마포구,2017,09,16,7,"20,879,500",0.206389875,"11,055",0.172730003
서울특별시,마포구,2017,09,17,1,"32,287,050",0.319151331,"14,857",0.232134749
서울특별시,마포구,2017,09,18,2,"55,255,500",0.546190079,"12,429",0.194198209
서울특별시,마포구,2017,09,19,3,"33,379,150",0.329946532,"11,229",0.175448684
서울특별시,마포구,2017,09,20,4,"43,406,300",0.429062997,"12,332",0.192682623
서울특별시,마포구,2017,09,21,5,"24,511,850",0.242294962,"11,243",0.175667428
서울특별시,마포구,2017,09,22,6,"50,683,700",0.500998708,"11,905",0.186010917
서울특별시,마포구,2017,09,23,7,"24,148,900",0.238707271,"11,331",0.177042394
서울특별시,마포구,2017,09,24,1,"33,454,650",0.330692835,"14,965",0.233822206
서울특별시,마포구,2017,09,25,2,"56,404,100",0.557543771,"12,612",0.197057512
서울특별시,마포구,2017,09,26,3,"36,844,900",0.364204809,"12,069",0.188573352
서울특별시,마포구,2017,09,27,4,"45,544,550",0.45019919,"12,209",0.190760796
서울특별시,마포구,2017,09,28,5,"25,082,100",0.247931775,"11,375",0.177729876
서울특별시,마포구,2017,09,29,6,"54,670,900",0.540411419,"12,184",0.190370181
서울특별시,마포구,2017,09,30,7,"23,978,100",0.237018945,"12,354",0.193026364
서울특별시,마포구,2017,10,01,1,"36,013,850",0.320585752,"14,154",0.218867951
서울특별시,마포구,2017,10,02,2,"63,007,950",0.560880079,"14,896",0.230341741
서울특별시,마포구,2017,10,03,3,"44,869,800",0.399419073,"15,514",0.239898078
서울특별시,마포구,2017,10,04,4,"14,757,750",0.131369581,"9,860",0.152468419
서울특별시,마포구,2017,10,05,5,"40,236,800",0.358177334,"9,665",0.14945307
서울특별시,마포구,2017,10,06,6,"60,944,850",0.542514909,"11,210",0.173343912
서울특별시,마포구,2017,10,07,7,"24,859,500",0.221292683,"11,475",0.177441694
서울특별시,마포구,2017,10,08,1,"33,243,250",0.295922605,"13,260",0.205043736
서울특별시,마포구,2017,10,09,2,"55,446,350",0.493568719,"14,025",0.216873182
서울특별시,마포구,2017,10,10,3,"33,471,400",0.297953536,"12,112",0.187291835
서울특별시,마포구,2017,10,11,4,"43,641,950",0.388489077,"11,237",0.173761422
서울특별시,마포구,2017,10,12,5,"26,553,900",0.236375783,"10,869",0.168070917
서울특별시,마포구,2017,10,13,6,"45,019,950",0.400755668,"11,099",0.171627483
서울특별시,마포구,2017,10,14,7,"21,429,300",0.190757952,"10,581",0.163617479
서울특별시,마포구,2017,10,15,1,"32,792,900",0.291913708,"14,628",0.226197569
서울특별시,마포구,2017,10,16,2,"56,725,550",0.504955819,"11,741",0.18155494
서울특별시,마포구,2017,10,17,3,"41,460,050",0.369066382,"11,274",0.174333565
서울특별시,마포구,2017,10,18,4,"53,118,950",0.472850821,"11,318",0.175013952
서울특별시,마포구,2017,10,19,5,"28,071,000",0.249880606,"10,919",0.168844084
서울특별시,마포구,2017,10,20,6,"49,575,200",0.441305297,"11,345",0.175431462
서울특별시,마포구,2017,10,21,7,"21,740,650",0.193529507,"10,713",0.165658638
서울특별시,마포구,2017,10,22,1,"43,068,750",0.383386603,"14,208",0.219702971
서울특별시,마포구,2017,10,23,2,"57,349,350",0.510508721,"11,797",0.182420886
서울특별시,마포구,2017,10,24,3,"32,199,850",0.286634534,"11,037",0.170668756
서울특별시,마포구,2017,10,25,4,"48,084,450",0.428035036,"11,335",0.175276828
서울특별시,마포구,2017,10,26,5,"30,777,350",0.273971816,"10,635",0.164452498
서울특별시,마포구,2017,10,27,6,"49,415,450",0.439883245,"11,223",0.173544936
서울특별시,마포구,2017,10,28,7,"21,723,250",0.193374617,"10,568",0.163416455
서울특별시,마포구,2017,10,29,1,"42,541,300",0.378691383,"13,561",0.209698198
서울특별시,마포구,2017,10,30,2,"49,114,950",0.437208274,"10,974",0.169694567
서울특별시,마포구,2017,10,31,3,"34,357,300",0.305839583,"10,725",0.165844198
서울특별시,마포구,2017,11,01,4,"48,615,500",0.423473866,"11,563",0.200764304
서울특별시,마포구,2017,11,02,5,"33,654,350",0.293152137,"10,613",0.184269788
서울특별시,마포구,2017,11,03,6,"49,853,400",0.434256812,"10,639",0.184721217
서울특별시,마포구,2017,11,04,7,"21,935,100",0.191069548,"10,138",0.17602253
서울특별시,마포구,2017,11,05,1,"34,728,350",0.302507403,"13,666",0.237277953
서울특별시,마포구,2017,11,06,2,"63,062,250",0.549314824,"11,699",0.203125624
서울특별시,마포구,2017,11,07,3,"37,278,450",0.324720497,"11,326",0.196649356
서울특별시,마포구,2017,11,08,4,"47,671,450",0.415250552,"11,081",0.192395507
서울특별시,마포구,2017,11,09,5,"26,931,600",0.23459244,"10,444",0.1813355
서울특별시,마포구,2017,11,10,6,"49,738,450",0.433255519,"10,474",0.18185638
서울특별시,마포구,2017,11,11,7,"24,422,350",0.212735176,"10,370",0.180050664
서울특별시,마포구,2017,11,12,1,"43,072,000",0.375186234,"13,816",0.239882351
서울특별시,마포구,2017,11,13,2,"53,413,150",0.46526464,"10,997",0.190937045
서울특별시,마포구,2017,11,14,3,"40,188,050",0.35006508,"10,907",0.189374406
서울특별시,마포구,2017,11,15,4,"50,598,800",0.44074975,"10,441",0.181283412
서울특별시,마포구,2017,11,16,5,"30,585,450",0.266419943,"10,006",0.17373066
서울특별시,마포구,2017,11,17,6,"54,429,550",0.474118171,"10,675",0.185346272
서울특별시,마포구,2017,11,18,7,"25,559,100",0.222637037,"9,456",0.164181204
서울특별시,마포구,2017,11,19,1,"38,847,400",0.338387112,"13,204",0.22925641
서울특별시,마포구,2017,11,20,2,"57,444,300",0.500378682,"10,786",0.187273526
서울특별시,마포구,2017,11,21,3,"36,987,300",0.322184384,"10,545",0.183089128
서울특별시,마포구,2017,11,22,4,"54,689,650",0.476383818,"10,874",0.188801439
서울특별시,마포구,2017,11,23,5,"31,508,350",0.274459026,"9,830",0.170674834
서울특별시,마포구,2017,11,24,6,"52,912,500",0.46090364,"10,171",0.176595497
서울특별시,마포구,2017,11,25,7,"28,702,850",0.250021225,"9,089",0.157809112
서울특별시,마포구,2017,11,26,1,"37,851,000",0.329707795,"13,880",0.24099356
서울특별시,마포구,2017,11,27,2,"64,285,250",0.55996798,"11,066",0.192135068
서울특별시,마포구,2017,11,28,3,"43,750,350",0.381095121,"10,610",0.1842177
서울특별시,마포구,2017,11,29,4,"44,002,100",0.383288034,"10,402",0.180606269
서울특별시,마포구,2017,11,30,5,"32,309,100",0.2814341,"9,423",0.163608236
서울특별시,마포구,2017,12,01,6,"55,995,400",0.515682891,"10,482",0.19293645
서울특별시,마포구,2017,12,02,7,"22,861,300",0.210538388,"10,183",0.18743292
서울특별시,마포구,2017,12,03,1,"38,637,100",0.355823718,"13,993",0.257561509
서울특별시,마포구,2017,12,04,2,"60,611,450",0.558193847,"10,889",0.200427876
서울특별시,마포구,2017,12,05,3,"34,316,600",0.316034594,"10,171",0.187212043
서울특별시,마포구,2017,12,06,4,"46,085,750",0.424421163,"10,734",0.197574876
서울특별시,마포구,2017,12,07,5,"28,067,050",0.258480116,"10,125",0.186365346
서울특별시,마포구,2017,12,08,6,"46,658,800",0.429698598,"10,281",0.189236752
서울특별시,마포구,2017,12,09,7,"24,940,450",0.22968607,"10,129",0.186438971
서울특별시,마포구,2017,12,10,1,"35,102,200",0.323269482,"13,242",0.243738262
서울특별시,마포구,2017,12,11,2,"55,175,800",0.508134883,"10,368",0.190838114
서울특별시,마포구,2017,12,12,3,"33,766,900",0.310972198,"9,739",0.179260454
서울특별시,마포구,2017,12,13,4,"41,255,400",0.379936636,"10,223",0.188169178
서울특별시,마포구,2017,12,14,5,"26,427,450",0.243380417,"9,669",0.177972003
서울특별시,마포구,2017,12,15,6,"48,345,500",0.445232058,"10,164",0.187083197
서울특별시,마포구,2017,12,16,7,"23,460,700",0.21605849,"9,241",0.17009404
서울특별시,마포구,2017,12,17,1,"28,418,350",0.261715371,"12,733",0.234369377
서울특별시,마포구,2017,12,18,2,"52,537,450",0.483837317,"10,478",0.192862824
서울특별시,마포구,2017,12,19,3,"33,947,400",0.312634491,"10,116",0.186199688
서울특별시,마포구,2017,12,20,4,"42,486,250",0.391272001,"10,196",0.187672204
서울특별시,마포구,2017,12,21,5,"23,156,050",0.213252853,"9,597",0.176646738
서울특별시,마포구,2017,12,22,6,"46,259,900",0.426024976,"10,296",0.189512849
서울특별시,마포구,2017,12,23,7,"22,615,650",0.208276104,"10,223",0.188169178
서울특별시,마포구,2017,12,24,1,"23,911,950",0.220214223,"10,838",0.199489147
서울특별시,마포구,2017,12,25,2,"57,653,250",0.530950661,"12,381",0.227890306
서울특별시,마포구,2017,12,26,3,"34,790,700",0.320400761,"10,785",0.198513605
서울특별시,마포구,2017,12,27,4,"43,038,350",0.3963565,"10,056",0.1850953
서울특별시,마포구,2017,12,28,5,"26,148,900",0.240815144,"9,818",0.180714564
서울특별시,마포구,2017,12,29,6,"47,439,800",0.436891123,"10,751",0.197887786
서울특별시,마포구,2017,12,30,7,"24,427,000",0.224957514,"10,564",0.194445779
서울특별시,마포구,2017,12,31,1,"33,485,100",0.308376995,"13,799",0.253990657
서울특별시,양천구,2017,01,01,1,"4,067,900",0.041570159,"2,441",0.055774679
서울특별시,양천구,2017,01,02,2,"21,617,650",0.220912299,"2,793",0.063817565
서울특별시,양천구,2017,01,03,3,"12,172,700",0.124393685,"2,517",0.057511211
서울특별시,양천구,2017,01,04,4,"12,209,100",0.124765659,"2,294",0.052415859
서울특별시,양천구,2017,01,05,5,"11,932,150",0.121935488,"2,376",0.054289486
서울특별시,양천구,2017,01,06,6,"13,346,050",0.136384232,"2,547",0.058196684
서울특별시,양천구,2017,01,07,7,"13,970,050",0.142760932,"2,410",0.055066356
서울특별시,양천구,2017,01,08,1,"4,376,500",0.044723764,"2,701",0.061715447
서울특별시,양천구,2017,01,09,2,"21,317,450",0.217844534,"2,694",0.061555503
서울특별시,양천구,2017,01,10,3,"11,154,100",0.113984539,"2,309",0.052758596
서울특별시,양천구,2017,01,11,4,"11,686,900",0.11942926,"2,173",0.049651117
서울특별시,양천구,2017,01,12,5,"11,258,650",0.115052943,"2,146",0.049034191
서울특별시,양천구,2017,01,13,6,"11,970,450",0.122326878,"2,186",0.049948155
서울특별시,양천구,2017,01,14,7,"12,450,650",0.127234076,"2,037",0.046543638
서울특별시,양천구,2017,01,15,1,"4,113,400",0.042035126,"2,374",0.054243788
서울특별시,양천구,2017,01,16,2,"20,072,100",0.205118214,"2,702",0.061738296
서울특별시,양천구,2017,01,17,3,"11,401,150",0.116509161,"2,384",0.054472279
서울특별시,양천구,2017,01,18,4,"12,716,800",0.129953882,"2,219",0.050702176
서울특별시,양천구,2017,01,19,5,"11,207,150",0.114526661,"2,231",0.050976365
서울특별시,양천구,2017,01,20,6,"12,069,050",0.123334478,"2,145",0.049011342
서울특별시,양천구,2017,01,21,7,"11,889,500",0.121499644,"2,148",0.049079889
서울특별시,양천구,2017,01,22,1,"3,927,550",0.040135912,"2,331",0.053261276
서울특별시,양천구,2017,01,23,2,"17,930,265",0.18323065,"2,504",0.057214172
서울특별시,양천구,2017,01,24,3,"11,722,900",0.119797147,"2,384",0.054472279
서울특별시,양천구,2017,01,25,4,"12,389,600",0.126610202,"2,354",0.053786806
서울특별시,양천구,2017,01,26,5,"14,875,050",0.152009191,"3,123",0.071357772
서울특별시,양천구,2017,01,27,6,"15,495,350",0.158348081,"3,396",0.077595579
서울특별시,양천구,2017,01,28,7,"3,809,350",0.038928018,"2,117",0.048371567
서울특별시,양천구,2017,01,29,1,"3,563,050",0.036411061,"1,916",0.043778896
서울특별시,양천구,2017,01,30,2,"13,321,000",0.136128244,"2,625",0.059978915
서울특별시,양천구,2017,01,31,3,"12,228,650",0.124965442,"2,570",0.058722214
서울특별시,양천구,2017,02,01,4,"12,032,200",0.143229023,"2,108",0.053550217
서울특별시,양천구,2017,02,02,5,"11,873,300",0.141337508,"2,294",0.058275236
서울특별시,양천구,2017,02,03,6,"12,922,800",0.153830557,"2,437",0.061907912
서울특별시,양천구,2017,02,04,7,"14,123,350",0.168121676,"2,317",0.058859512
서울특별시,양천구,2017,02,05,1,"4,569,350",0.054392674,"2,583",0.065616798
서울특별시,양천구,2017,02,06,2,"21,181,150",0.252136386,"2,739",0.069579717
서울특별시,양천구,2017,02,07,3,"11,517,700",0.137104513,"2,434",0.061831702
서울특별시,양천구,2017,02,08,4,"12,607,200",0.150073714,"2,204",0.055988936
서울특별시,양천구,2017,02,09,5,"11,543,700",0.137414012,"2,097",0.05327078
서울특별시,양천구,2017,02,10,6,"12,090,600",0.143924206,"2,242",0.056954263
서울특별시,양천구,2017,02,11,7,"13,185,250",0.156954712,"2,257",0.057335313
서울특별시,양천구,2017,02,12,1,"4,485,400",0.05339335,"2,524",0.064118002
서울특별시,양천구,2017,02,13,2,"19,894,950",0.236825706,"2,790",0.070875287
서울특별시,양천구,2017,02,14,3,"11,960,000",0.142369568,"2,353",0.059774032
서울특별시,양천구,2017,02,15,4,"11,534,350",0.137302712,"2,169",0.05509982
서울특별시,양천구,2017,02,16,5,"12,104,450",0.144089074,"2,324",0.059037336
서울특별시,양천구,2017,02,17,6,"12,102,650",0.144067647,"2,295",0.058300639
서울특별시,양천구,2017,02,18,7,"13,211,650",0.157268972,"2,227",0.056573213
서울특별시,양천구,2017,02,19,1,"4,211,800",0.050136467,"2,456",0.062390575
서울특별시,양천구,2017,02,20,2,"20,146,950",0.239825466,"2,590",0.065794621
서울특별시,양천구,2017,02,21,3,"11,116,000",0.132322753,"2,375",0.060332906
서울특별시,양천구,2017,02,22,4,"12,058,100",0.143537332,"1,996",0.050705044
서울특별시,양천구,2017,02,23,5,"11,226,800",0.133641695,"2,209",0.056115953
서울특별시,양천구,2017,02,24,6,"11,429,050",0.13604924,"2,384",0.060561535
서울특별시,양천구,2017,02,25,7,"12,831,250",0.152740763,"2,266",0.057563943
서울특별시,양천구,2017,02,26,1,"4,276,450",0.050906049,"2,529",0.064245018
서울특별시,양천구,2017,02,27,2,"20,243,350",0.240972993,"2,667",0.067750678
서울특별시,양천구,2017,02,28,3,"11,714,000",0.139441231,"2,384",0.060561535
서울특별시,양천구,2017,03,01,4,"9,211,050",0.102333451,"2,069",0.046211836
서울특별시,양천구,2017,03,02,5,"13,991,250",0.155440791,"2,336",0.052175374
서울특별시,양천구,2017,03,03,6,"11,715,050",0.130152533,"2,424",0.054140884
서울특별시,양천구,2017,03,04,7,"13,027,600",0.144734777,"2,373",0.053001781
서울특별시,양천구,2017,03,05,1,"4,444,400",0.04937665,"2,718",0.060707477
서울특별시,양천구,2017,03,06,2,"19,485,300",0.216478902,"2,504",0.055927712
서울특별시,양천구,2017,03,07,3,"10,527,850",0.116962911,"2,221",0.049606809
서울특별시,양천구,2017,03,08,4,"11,012,250",0.122344526,"2,112",0.047172256
서울특별시,양천구,2017,03,09,5,"10,414,400",0.115702498,"2,185",0.048802736
서울특별시,양천구,2017,03,10,6,"11,173,000",0.124130435,"2,293",0.051214954
서울특별시,양천구,2017,03,11,7,"13,052,450",0.145010857,"2,426",0.054185555
서울특별시,양천구,2017,03,12,1,"4,261,450",0.047344101,"2,583",0.057692205
서울특별시,양천구,2017,03,13,2,"20,639,550",0.229302455,"2,746",0.061332866
서울특별시,양천구,2017,03,14,3,"11,090,900",0.123218316,"2,354",0.05257741
서울특별시,양천구,2017,03,15,4,"10,720,550",0.11910378,"2,141",0.047819981
서울특별시,양천구,2017,03,16,5,"10,816,650",0.120171438,"2,268",0.05065657
서울특별시,양천구,2017,03,17,6,"11,427,300",0.126955672,"2,415",0.053939866
서울특별시,양천구,2017,03,18,7,"12,185,300",0.135376944,"2,368",0.052890105
서울특별시,양천구,2017,03,19,1,"4,663,600",0.05181193,"2,869",0.064080114
서울특별시,양천구,2017,03,20,2,"20,977,000",0.233051476,"2,739",0.061176519
서울특별시,양천구,2017,03,21,3,"10,970,600",0.1218818,"2,412",0.05387286
서울특별시,양천구,2017,03,22,4,"11,437,250",0.127066215,"2,227",0.049740821
서울특별시,양천구,2017,03,23,5,"10,647,300",0.118289983,"2,234",0.049897168
서울특별시,양천구,2017,03,24,6,"11,000,400",0.122212874,"2,456",0.054855615
서울특별시,양천구,2017,03,25,7,"12,552,250",0.139453706,"2,327",0.051974355
서울특별시,양천구,2017,03,26,1,"4,302,200",0.047796828,"2,740",0.061198854
서울특별시,양천구,2017,03,27,2,"20,681,750",0.229771291,"2,632",0.058786637
서울특별시,양천구,2017,03,28,3,"10,796,000",0.119942019,"2,391",0.053403818
서울특별시,양천구,2017,03,29,4,"11,170,700",0.124104883,"2,363",0.052778428
서울특별시,양천구,2017,03,30,5,"10,852,950",0.120574725,"2,233",0.049874833
서울특별시,양천구,2017,03,31,6,"11,666,450",0.129612594,"2,362",0.052756093
서울특별시,양천구,2017,05,01,2,"4,463,750",0.043121369,"2,794",0.051877033
서울특별시,양천구,2017,05,02,3,"28,543,550",0.275740566,"2,906",0.053956571
서울특별시,양천구,2017,05,03,4,"9,495,050",0.091725467,"2,538",0.047123805
서울특별시,양천구,2017,05,04,5,"15,082,750",0.145704582,"2,797",0.051932735
서울특별시,양천구,2017,05,05,6,"8,526,250",0.082366524,"2,530",0.046975266
서울특별시,양천구,2017,05,06,7,"15,998,785",0.154553797,"2,598",0.048237843
서울특별시,양천구,2017,05,07,1,"4,384,450",0.042355303,"2,741",0.050892966
서울특별시,양천구,2017,05,08,2,"20,099,500",0.194168122,"2,875",0.053380984
서울특별시,양천구,2017,05,09,3,"8,961,850",0.086574571,"2,620",0.048646323
서울특별시,양천구,2017,05,10,4,"16,008,650",0.154649096,"2,648",0.049166208
서울특별시,양천구,2017,05,11,5,"11,365,800",0.109797559,"2,570",0.047717958
서울특별시,양천구,2017,05,12,6,"10,949,850",0.105779338,"2,660",0.049389015
서울특별시,양천구,2017,05,13,7,"13,326,150",0.128735218,"2,472",0.045898363
서울특별시,양천구,2017,05,14,1,"4,386,550",0.04237559,"2,877",0.053418119
서울특별시,양천구,2017,05,15,2,"20,432,300",0.197383085,"3,075",0.057094444
서울특별시,양천구,2017,05,16,3,"11,279,650",0.10896532,"2,664",0.049463284
서울특별시,양천구,2017,05,17,4,"11,999,200",0.115916422,"2,594",0.048163573
서울특별시,양천구,2017,05,18,5,"11,580,000",0.111866805,"2,450",0.045489882
서울특별시,양천구,2017,05,19,6,"12,525,700",0.121002594,"2,833",0.052601158
서울특별시,양천구,2017,05,20,7,"13,089,200",0.126446199,"2,697",0.050076005
서울특별시,양천구,2017,05,21,1,"4,794,700",0.04631846,"3,098",0.057521492
서울특별시,양천구,2017,05,22,2,"20,383,800",0.196914558,"3,242",0.060195183
서울특별시,양천구,2017,05,23,3,"11,280,150",0.108970151,"2,498",0.046381113
서울특별시,양천구,2017,05,24,4,"11,196,900",0.108165927,"2,769",0.051412851
서울특별시,양천구,2017,05,25,5,"10,925,250",0.105541694,"2,561",0.047550853
서울특별시,양천구,2017,05,26,6,"12,300,950",0.118831432,"2,768",0.051394283
서울특별시,양천구,2017,05,27,7,"12,746,450",0.123135116,"2,603",0.048330679
서울특별시,양천구,2017,05,28,1,"4,571,200",0.044159373,"3,082",0.057224415
서울특별시,양천구,2017,05,29,2,"21,080,550",0.203645404,"3,266",0.060640798
서울특별시,양천구,2017,05,30,3,"11,302,950",0.109190406,"2,877",0.053418119
서울특별시,양천구,2017,05,31,4,"5,134,300",0.049599114,"2,617",0.048590621
서울특별시,양천구,2017,06,01,5,"11,485,850",0.108354443,"2,643",0.045844753
서울특별시,양천구,2017,06,02,6,"12,264,100",0.115696246,"3,040",0.052731006
서울특별시,양천구,2017,06,03,7,"12,776,150",0.120526789,"2,808",0.048706798
서울특별시,양천구,2017,06,04,1,"4,393,300",0.041445219,"3,017",0.052332055
서울특별시,양천구,2017,06,05,2,"20,404,400",0.192489663,"3,288",0.057032746
서울특별시,양천구,2017,06,06,3,"9,046,850",0.085345568,"2,547",0.044179564
서울특별시,양천구,2017,06,07,4,"13,711,250",0.129348272,"2,898",0.050267913
서울특별시,양천구,2017,06,08,5,"12,001,400",0.113218004,"2,798",0.048533341
서울특별시,양천구,2017,06,09,6,"13,800,350",0.130188818,"2,948",0.0511352
서울특별시,양천구,2017,06,10,7,"13,697,650",0.129219974,"2,775",0.048134389
서울특별시,양천구,2017,06,11,1,"4,784,750",0.045138054,"3,279",0.056876635
서울특별시,양천구,2017,06,12,2,"22,823,100",0.215307033,"3,302",0.057275587
서울특별시,양천구,2017,06,13,3,"11,584,200",0.10928225,"2,864",0.049678159
서울특별시,양천구,2017,06,14,4,"12,132,750",0.114457125,"2,854",0.049504701
서울특별시,양천구,2017,06,15,5,"12,151,450",0.114633535,"2,756",0.04780482
서울특별시,양천구,2017,06,16,6,"12,524,950",0.118157035,"3,095",0.053685021
서울특별시,양천구,2017,06,17,7,"14,203,700",0.133993914,"2,913",0.050528099
서울특별시,양천구,2017,06,18,1,"5,134,950",0.048441748,"3,355",0.05819491
서울특별시,양천구,2017,06,19,2,"22,119,250",0.2086671,"3,634",0.063034368
서울특별시,양천구,2017,06,20,3,"11,891,850",0.112184538,"3,048",0.052869772
서울특별시,양천구,2017,06,21,4,"12,243,950",0.115506156,"3,020",0.052384092
서울특별시,양천구,2017,06,22,5,"12,393,200",0.11691414,"2,844",0.049331244
서울특별시,양천구,2017,06,23,6,"13,437,400",0.126764845,"3,237",0.056148114
서울특별시,양천구,2017,06,24,7,"13,612,800",0.128419521,"2,856",0.049539393
서울특별시,양천구,2017,06,25,1,"5,392,350",0.05086999,"3,484",0.060432509
서울특별시,양천구,2017,06,26,2,"22,740,350",0.214526391,"3,414",0.059218308
서울특별시,양천구,2017,06,27,3,"12,479,750",0.11773063,"3,149",0.054621691
서울특별시,양천구,2017,06,28,4,"13,052,250",0.123131442,"3,140",0.054465579
서울특별시,양천구,2017,06,29,5,"13,432,000",0.126713902,"3,077",0.053372798
서울특별시,양천구,2017,06,30,6,"12,877,500",0.121482897,"3,189",0.05531552
서울특별시,양천구,2017,07,01,7,"14,813,200",0.125255857,"3,225",0.048834853
서울특별시,양천구,2017,07,02,1,"4,733,000",0.04002079,"3,111",0.047108598
서울특별시,양천구,2017,07,03,2,"22,641,450",0.191449128,"3,864",0.058510969
서울특별시,양천구,2017,07,04,3,"12,242,100",0.103515427,"3,328",0.05039454
서울특별시,양천구,2017,07,05,4,"9,174,850",0.077579706,"3,195",0.048380576
서울특별시,양천구,2017,07,06,5,"12,218,650",0.103317141,"3,066",0.046427182
서울특별시,양천구,2017,07,07,6,"11,570,500",0.097836584,"3,094",0.046851174
서울특별시,양천구,2017,07,08,7,"14,108,950",0.119300936,"3,254",0.049273989
서울특별시,양천구,2017,07,09,1,"4,415,700",0.037337799,"3,103",0.046987457
서울특별시,양천구,2017,07,10,2,"18,903,550",0.159842597,"3,100",0.04694203
서울특별시,양천구,2017,07,11,3,"12,339,550",0.104339434,"3,784",0.057299561
서울특별시,양천구,2017,07,12,4,"12,472,500",0.105463619,"3,369",0.051015386
서울특별시,양천구,2017,07,13,5,"13,254,650",0.112077238,"3,210",0.048607715
서울특별시,양천구,2017,07,14,6,"13,140,400",0.111111175,"3,452",0.052272221
서울특별시,양천구,2017,07,15,7,"13,659,000",0.115496297,"2,909",0.044049795
서울특별시,양천구,2017,07,16,1,"5,368,850",0.045397342,"3,735",0.056557574
서울특별시,양천구,2017,07,17,2,"19,498,850",0.16487627,"3,798",0.057511558
서울특별시,양천구,2017,07,18,3,"11,694,900",0.098888473,"3,305",0.050046261
서울특별시,양천구,2017,07,19,4,"12,052,750",0.101914342,"3,310",0.050121974
서울특별시,양천구,2017,07,20,5,"12,162,750",0.102844468,"3,111",0.047108598
서울특별시,양천구,2017,07,21,6,"12,466,000",0.105408657,"3,369",0.051015386
서울특별시,양천구,2017,07,22,7,"14,362,850",0.121447836,"3,327",0.050379398
서울특별시,양천구,2017,07,23,1,"4,837,700",0.040906101,"3,375",0.051106242
서울특별시,양천구,2017,07,24,2,"21,129,950",0.17866835,"3,773",0.057132993
서울특별시,양천구,2017,07,25,3,"12,102,850",0.102337972,"3,422",0.051817944
서울특별시,양천구,2017,07,26,4,"12,871,600",0.108838285,"3,332",0.050455111
서울특별시,양천구,2017,07,27,5,"12,440,950",0.105196842,"3,210",0.048607715
서울특별시,양천구,2017,07,28,6,"12,851,050",0.108664521,"3,426",0.051878514
서울특별시,양천구,2017,07,29,7,"14,227,600",0.120304204,"3,320",0.050273399
서울특별시,양천구,2017,07,30,1,"4,832,800",0.040864668,"3,463",0.05243879
서울특별시,양천구,2017,07,31,2,"21,699,500",0.183484289,"3,558",0.053877336
서울특별시,양천구,2017,08,01,3,"12,958,350",0.120906276,"3,447",0.052332135
서울특별시,양천구,2017,08,02,4,"13,233,400",0.123472596,"3,489",0.052969777
서울특별시,양천구,2017,08,03,5,"13,401,700",0.125042898,"3,490",0.052984958
서울특별시,양천구,2017,08,04,6,"13,914,100",0.129823782,"3,486",0.052924231
서울특별시,양천구,2017,08,05,7,"14,302,800",0.1334505,"3,436",0.052165134
서울특별시,양천구,2017,08,06,1,"4,931,250",0.046010416,"3,624",0.055019338
서울특별시,양천구,2017,08,07,2,"22,133,100",0.206510141,"3,840",0.058298636
서울특별시,양천구,2017,08,08,3,"13,173,350",0.122912307,"3,549",0.053880693
서울특별시,양천구,2017,08,09,4,"13,905,950",0.12974774,"3,429",0.05205886
서울특별시,양천구,2017,08,10,5,"12,895,800",0.120322661,"3,129",0.047504279
서울특별시,양천구,2017,08,11,6,"12,540,900",0.11701131,"3,511",0.053303779
서울특별시,양천구,2017,08,12,7,"15,323,950",0.142978213,"3,460",0.0525295
서울특별시,양천구,2017,08,13,1,"4,592,750",0.042852084,"3,389",0.051451583
서울특별시,양천구,2017,08,14,2,"21,192,600",0.197734923,"3,333",0.050601394
서울특별시,양천구,2017,08,15,3,"10,489,600",0.09787191,"3,010",0.045697629
서울특별시,양천구,2017,08,16,4,"14,352,400",0.133913286,"3,617",0.054913064
서울특별시,양천구,2017,08,17,5,"12,691,850",0.118419731,"3,389",0.051451583
서울특별시,양천구,2017,08,18,6,"12,340,150",0.115138237,"3,407",0.051724858
서울특별시,양천구,2017,08,19,7,"14,216,100",0.132641556,"3,384",0.051375673
