"Week","gu","pollutant"
2020-10-05,"강북구",19.7142857142857
2020-10-12,"강북구",32.7142857142857
2020-10-19,"강북구",46.5714285714286
2020-10-26,"강북구",48
2020-11-02,"강북구",50.2857142857143
2020-11-09,"강북구",53.8571428571429
2020-11-16,"강북구",40.8571428571429
2020-11-23,"강북구",38
2018-01-01,"강서구",49.2857142857143
2018-01-08,"강서구",45.1428571428571
2018-01-15,"강서구",82.5714285714286
2018-01-22,"강서구",32
2018-01-29,"강서구",41.4285714285714
2018-02-05,"강서구",48.2857142857143
2018-02-12,"강서구",44.3333333333333
2018-02-19,"강서구",59
2018-02-26,"강서구",62.7142857142857
2018-03-05,"강서구",36.7142857142857
2018-03-12,"강서구",44.8571428571429
2018-03-19,"강서구",25
2018-04-09,"강서구",42.4285714285714
2018-04-16,"강서구",54.1666666666667
2018-04-23,"강서구",37.8571428571429
2018-04-30,"강서구",40.7142857142857
2018-05-07,"강서구",29.4285714285714
2018-05-14,"강서구",37.2
2018-05-21,"강서구",32.5
2018-05-28,"강서구",47
2018-06-04,"강서구",36
2018-06-18,"강서구",50
2018-06-25,"강서구",38.6666666666667
2018-07-02,"강서구",8.6
2018-07-09,"강서구",24
2018-07-16,"강서구",31.2857142857143
2018-07-23,"강서구",33.5714285714286
2018-07-30,"강서구",25.2857142857143
2018-08-06,"강서구",17.8571428571429
2018-08-13,"강서구",19.1428571428571
2018-08-20,"강서구",18.2857142857143
2018-08-27,"강서구",14.4285714285714
2018-09-03,"강서구",20.8571428571429
2018-09-10,"강서구",15.5714285714286
2018-09-17,"강서구",23.5714285714286
2018-09-24,"강서구",12.1428571428571
2018-10-01,"강서구",17.2857142857143
2018-10-08,"강서구",23
2018-10-15,"강서구",35.2857142857143
2018-10-22,"강서구",34.8571428571429
2018-10-29,"강서구",33.7142857142857
2018-11-05,"강서구",59.5714285714286
2018-11-12,"강서구",53.2
2018-11-19,"강서구",35.4285714285714
2018-11-26,"강서구",78.2857142857143
2018-12-03,"강서구",29.4285714285714
2018-12-10,"강서구",46.7142857142857
2018-12-17,"강서구",76.8571428571429
2018-12-24,"강서구",36.7142857142857
2018-12-31,"강서구",55.4285714285714
2019-01-07,"강서구",84.5714285714286
2019-01-14,"강서구",104
2019-01-21,"강서구",55.8571428571429
2019-01-28,"강서구",65
2019-02-04,"강서구",66.2857142857143
2019-02-11,"강서구",54
2019-02-18,"강서구",68.7142857142857
2019-02-25,"강서구",112
2019-03-04,"강서구",148.6
2019-03-11,"강서구",58.5
2019-03-18,"강서구",48.8571428571429
2019-03-25,"강서구",56.2857142857143
2019-04-01,"강서구",44.4285714285714
2019-04-08,"강서구",35.8571428571429
2019-04-15,"강서구",45.4285714285714
2019-04-22,"강서구",47.2857142857143
2019-04-29,"강서구",57.8571428571429
2019-05-06,"강서구",52.7142857142857
2019-05-13,"강서구",49.4285714285714
2019-05-20,"강서구",62
2019-05-27,"강서구",31.2857142857143
2019-06-03,"강서구",32.1428571428571
2019-06-10,"강서구",22.2857142857143
2019-06-17,"강서구",21.8571428571429
2019-06-24,"강서구",31.5714285714286
2019-07-01,"강서구",32
2019-07-08,"강서구",18.2857142857143
2019-07-15,"강서구",40.1428571428571
2019-07-22,"강서구",25.8571428571429
2019-07-29,"강서구",20.1428571428571
2019-08-05,"강서구",31.4285714285714
2019-08-12,"강서구",21
2019-08-19,"강서구",31.8571428571429
2019-08-26,"강서구",25.5714285714286
2019-09-02,"강서구",17
2019-09-09,"강서구",19.5714285714286
2019-09-16,"강서구",23.4285714285714
2019-09-23,"강서구",29.2857142857143
2019-09-30,"강서구",33.7142857142857
2019-10-07,"강서구",26.2857142857143
2019-10-14,"강서구",33.1428571428571
2019-10-21,"강서구",36.7142857142857
2019-10-28,"강서구",73.5714285714286
2019-11-04,"강서구",46.2857142857143
2019-11-11,"강서구",35.2857142857143
2019-11-18,"강서구",47.7142857142857
2019-11-25,"강서구",48.4285714285714
2019-12-02,"강서구",40.5714285714286
2019-12-09,"강서구",65.4285714285714
2019-12-16,"강서구",42.1428571428571
2019-12-23,"강서구",58.2857142857143
2019-12-30,"강서구",57.2857142857143
2020-01-06,"강서구",50
2020-01-13,"강서구",58.7142857142857
2020-01-20,"강서구",63.2857142857143
2020-01-27,"강서구",39.4285714285714
2020-02-03,"강서구",36.1428571428571
2020-02-10,"강서구",63.8571428571429
2020-02-17,"강서구",47.4
2020-02-24,"강서구",27.8571428571429
2020-03-02,"강서구",51.8571428571429
2020-03-09,"강서구",44.7142857142857
2020-03-16,"강서구",48.2857142857143
2020-03-23,"강서구",50.4285714285714
2020-03-30,"강서구",57.5714285714286
2020-04-06,"강서구",46.7142857142857
2020-04-13,"강서구",42.5714285714286
2020-04-20,"강서구",42.2857142857143
2020-04-27,"강서구",40.8571428571429
2020-05-04,"강서구",29.7142857142857
2020-05-11,"강서구",46.1428571428571
2020-05-18,"강서구",29.2857142857143
2020-05-25,"강서구",33
2020-06-01,"강서구",40.2857142857143
2020-06-08,"강서구",44.1428571428571
2020-06-15,"강서구",39.1428571428571
2020-06-22,"강서구",27
2020-06-29,"강서구",31.1428571428571
2020-07-06,"강서구",21.8571428571429
2020-07-13,"강서구",20.8571428571429
2020-07-20,"강서구",15.1428571428571
2020-07-27,"강서구",15.5714285714286
2020-08-03,"강서구",22.2857142857143
2020-08-10,"강서구",23.1428571428571
2020-08-17,"강서구",28.7142857142857
2020-08-24,"강서구",21.2857142857143
2020-08-31,"강서구",18.5714285714286
2020-09-07,"강서구",17.7142857142857
2020-09-14,"강서구",22.2857142857143
2020-09-21,"강서구",13
2020-09-28,"강서구",26
2020-10-05,"강서구",20.5714285714286
2020-10-12,"강서구",32.2857142857143
2020-10-19,"강서구",49.5714285714286
2020-10-26,"강서구",49.2857142857143
2020-11-02,"강서구",46.5714285714286
2020-11-09,"강서구",61.8571428571429
2020-11-16,"강서구",41.1428571428571
2020-11-23,"강서구",36.8571428571429
2018-01-01,"관악구",41.7142857142857
2018-01-08,"관악구",41.7142857142857
2018-01-15,"관악구",80.7142857142857
2018-01-22,"관악구",29.5714285714286
2018-01-29,"관악구",37.8571428571429
2018-02-05,"관악구",44
2018-02-12,"관악구",41.6666666666667
2018-02-19,"관악구",56.1428571428571
2018-02-26,"관악구",55.7142857142857
2018-03-05,"관악구",38.1428571428571
2018-03-12,"관악구",53.2857142857143
2018-03-19,"관악구",30
2018-04-09,"관악구",52.7142857142857
2018-04-16,"관악구",62.6666666666667
2018-04-23,"관악구",41.2857142857143
