"Month","gu","pollutant"
2019-07-01,"동대문구",0.0316129032258065
2019-08-01,"동대문구",0.0319032258064516
2019-09-01,"동대문구",0.0146071428571429
2019-10-01,"동대문구",0.00561290322580645
2019-11-01,"동대문구",0.0137666666666667
2019-12-01,"동대문구",0.0106774193548387
2020-01-01,"동대문구",0.0347741935483871
2020-02-01,"동대문구",0.0329259259259259
2020-03-01,"동대문구",0.0282903225806452
2020-04-01,"동대문구",0.0211
2020-05-01,"동대문구",0.0210645161290323
2020-06-01,"동대문구",0.0204333333333333
2020-07-01,"동대문구",0.0171290322580645
2020-08-01,"동대문구",0.0150967741935484
2020-09-01,"동대문구",0.0166
2020-10-01,"동대문구",0.0248709677419355
2020-11-01,"동대문구",0.0328275862068966
2018-01-01,"동작구",0.0377741935483871
2018-02-01,"동작구",0.0367777777777778
2018-03-01,"동작구",0.03305
2018-04-01,"동작구",0.0312380952380952
2018-05-01,"동작구",0.0225238095238095
2018-06-01,"동작구",0.0281428571428571
2018-07-01,"동작구",0.0175555555555556
2018-08-01,"동작구",0.0162903225806452
2018-09-01,"동작구",0.0192
2018-10-01,"동작구",0.0285483870967742
2018-11-01,"동작구",0.0431428571428571
2018-12-01,"동작구",0.039741935483871
2019-01-01,"동작구",0.0136129032258065
2019-02-01,"동작구",0.0193214285714286
2019-03-01,"동작구",0.0329166666666667
2019-04-01,"동작구",0.0320666666666667
2019-05-01,"동작구",0.0428064516129032
2019-06-01,"동작구",0.0365666666666667
2019-07-01,"동작구",0.0286774193548387
2019-08-01,"동작구",0.0305161290322581
2019-09-01,"동작구",0.0205357142857143
2019-10-01,"동작구",0.0179032258064516
2019-11-01,"동작구",0.0122666666666667
2019-12-01,"동작구",0.00987096774193548
2020-01-01,"동작구",0.0384193548387097
2020-02-01,"동작구",0.0352962962962963
2020-03-01,"동작구",0.0274838709677419
2020-04-01,"동작구",0.0194666666666667
2020-05-01,"동작구",0.0184838709677419
2020-06-01,"동작구",0.0174666666666667
2020-07-01,"동작구",0.0161290322580645
2020-08-01,"동작구",0.0139354838709677
2020-09-01,"동작구",0.0165333333333333
2020-10-01,"동작구",0.026258064516129
2020-11-01,"동작구",0.0319310344827586
2018-01-01,"마포구",0.0353548387096774
2018-02-01,"마포구",0.0343703703703704
