기간	자치구	동	전체세대수	1인세대	2인세대	3인세대	4인세대	5인세대	6인세대	7인세대	8인세대	9인세대	10인세대 이상
2020.05	도봉구	창5동	10,150	2,906	2,412	2,269	2,036	401	89	25	7	5	-
2020.05	도봉구	도봉1동	10,345	4,311	2,691	1,767	1,179	301	60	23	7	5	1
2020.05	도봉구	도봉2동	12,146	4,109	3,131	2,505	1,806	452	108	24	9	2	-
2020.05	노원구	계	217,579	70,463	49,490	44,463	42,256	8,777	1,611	354	111	32	22
2020.05	노원구	월계1동	10,563	4,537	2,240	1,751	1,574	389	56	14	2	-	-
2020.05	노원구	월계2동	12,053	4,119	3,145	2,383	1,861	431	93	15	3	2	1
2020.05	노원구	월계3동	13,008	3,931	3,548	2,832	2,096	464	106	20	8	2	1
2020.05	노원구	공릉2동	16,353	5,640	3,151	3,296	3,394	694	127	30	15	5	1
2020.05	노원구	하계1동	11,769	4,321	2,393	2,155	2,308	465	89	23	8	2	5
2020.05	노원구	하계2동	8,268	1,710	1,788	1,983	2,268	437	63	13	4	2	-
2020.05	노원구	중계본동	8,821	1,999	1,418	1,926	2,684	654	106	25	6	2	1
2020.05	노원구	중계1동	9,079	1,432	1,360	2,366	3,303	531	62	17	8	-	-
2020.05	노원구	중계4동	8,444	2,590	1,984	1,669	1,726	374	76	17	5	2	1
2020.05	노원구	상계1동	15,581	4,444	3,722	3,339	3,106	772	156	27	10	-	5
2020.05	노원구	상계2동	8,744	3,219	1,732	1,624	1,700	351	92	19	5	2	-
2020.05	노원구	상계5동	10,903	3,970	2,645	2,122	1,671	395	75	18	5	1	1
2020.05	노원구	상계8동	9,265	2,396	2,293	2,270	1,934	317	42	10	2	-	1
2020.05	노원구	상계9동	8,449	2,085	2,197	2,042	1,751	313	46	11	1	3	-
2020.05	노원구	상계10동	6,604	1,786	1,754	1,494	1,331	178	43	12	4	2	-
2020.05	노원구	상계3.4동	12,187	4,664	2,988	2,207	1,738	454	99	24	11	2	-
2020.05	노원구	상계6.7동	13,927	4,252	3,345	3,007	2,722	500	72	21	5	-	3
2020.05	노원구	중계2.3동	15,407	5,023	4,079	3,059	2,626	518	81	16	2	2	1
2020.05	노원구	공릉1동	18,154	8,345	3,708	2,938	2,463	540	127	22	7	3	1
2020.05	은평구	계	209,456	79,041	49,118	39,184	31,939	7,798	1,788	414	106	35	33
2020.05	은평구	녹번동	17,278	6,819	4,252	3,187	2,321	545	112	28	9	2	3
2020.05	은평구	불광1동	17,954	6,766	4,401	3,479	2,583	556	125	33	9	2	-
2020.05	은평구	갈현1동	11,227	4,784	2,673	1,937	1,411	333	66	16	4	1	2
2020.05	은평구	갈현2동	12,623	4,368	3,082	2,570	2,004	454	108	24	8	3	2
2020.05	은평구	구산동	13,289	4,276	3,200	2,769	2,280	602	109	37	8	1	7
2020.05	은평구	대조동	14,073	7,113	3,039	2,054	1,420	324	97	16	7	2	1
2020.05	은평구	응암1동	11,722	5,008	2,626	1,974	1,625	368	90	16	3	5	7
2020.05	은평구	응암2동	10,776	2,976	2,588	2,533	2,083	459	96	25	10	3	3
2020.05	은평구	신사1동	11,790	3,880	2,948	2,410	1,970	449	102	23	3	5	-
2020.05	은평구	신사2동	9,125	3,203	2,200	1,767	1,490	344	94	23	3	-	1
2020.05	은평구	증산동	6,883	2,515	1,731	1,235	1,062	270	51	16	3	-	-
2020.05	은평구	수색동	3,767	1,367	909	726	572	147	41	5	-	-	-
2020.05	은평구	진관동	21,623	6,230	4,224	4,241	4,998	1,478	370	59	16	3	4
2020.05	은평구	불광2동	13,864	6,092	3,324	2,334	1,603	403	78	21	6	3	-
2020.05	은평구	응암3동	12,716	6,038	2,923	1,941	1,390	309	81	23	7	1	3
2020.05	은평구	역촌동	20,746	7,606	4,998	4,027	3,127	757	168	49	10	4	-
2020.05	서대문구	계	142,963	60,699	30,501	24,618	20,805	4,872	1,112	252	66	26	12
2020.05	서대문구	천연동	8,167	3,312	1,762	1,509	1,232	279	51	14	6	1	1
2020.05	서대문구	홍제1동	10,376	3,559	2,476	2,077	1,734	411	86	22	7	3	1
2020.05	서대문구	홍제3동	7,101	2,697	1,694	1,318	1,062	263	52	11	4	-	-
2020.05	서대문구	홍제2동	5,870	1,800	1,416	1,259	1,086	250	41	13	3	1	1
2020.05	서대문구	홍은1동	9,601	3,208	2,271	1,893	1,683	410	106	24	5	-	1
2020.05	서대문구	홍은2동	12,254	4,874	2,844	2,176	1,788	411	123	27	8	3	-
2020.05	서대문구	남가좌1동	5,949	1,420	1,188	1,487	1,455	309	70	17	2	1	-
2020.05	서대문구	남가좌2동	12,989	4,929	2,853	2,478	2,144	454	103	25	1	2	-
2020.05	서대문구	북가좌1동	6,986	1,619	1,686	1,618	1,595	361	87	12	5	2	1
2020.05	서대문구	북가좌2동	14,743	5,640	3,556	2,699	2,170	539	107	26	5	-	1
2020.05	서대문구	충현동	9,140	4,791	1,771	1,223	1,023	248	65	15	2	1	1
2020.05	서대문구	북아현동	7,531	2,864	1,691	1,514	1,176	231	38	11	2	4	-
2020.05	서대문구	신촌동	12,782	9,668	1,529	798	571	148	44	11	5	3	5
2020.05	서대문구	연희동	19,474	10,318	3,764	2,569	2,086	558	139	24	11	5	-
2020.05	마포구	계	177,230	80,606	36,648	28,626	24,395	5,422	1,119	270	92	28	24
2020.05	마포구	용강동	9,195	3,244	1,957	1,894	1,642	356	74	19	7	2	-
2020.05	마포구	대흥동	8,126	5,098	1,342	820	690	141	25	6	1	1	2
2020.05	마포구	염리동	5,660	2,439	1,202	963	833	179	33	9	1	-	1
2020.05	마포구	신수동	10,201	3,915	2,174	1,963	1,699	349	72	20	7	1	1
2020.05	마포구	서교동	14,605	9,327	2,466	1,449	1,042	241	55	16	4	4	1
2020.05	마포구	합정동	9,679	5,179	2,099	1,255	876	200	47	11	5	-	7
2020.05	마포구	망원1동	10,603	5,100	2,456	1,478	1,216	274	60	14	3	-	2
2020.05	마포구	망원2동	8,451	3,219	2,021	1,443	1,402	289	59	11	7	-	-
2020.05	마포구	연남동	8,781	5,086	1,696	1,031	707	209	32	12	5	2	1
2020.05	마포구	성산1동	9,451	4,350	2,079	1,470	1,146	309	64	18	9	5	1
2020.05	마포구	성산2동	19,001	8,270	4,004	3,164	2,789	608	130	24	10	1	1
2020.05	마포구	상암동	12,820	4,340	2,547	2,434	2,611	704	139	27	11	4	3
2020.05	마포구	도화동	9,582	3,626	2,068	1,800	1,607	372	82	20	3	2	2
2020.05	마포구	서강동	11,670	5,257	2,220	1,971	1,763	372	63	15	6	2	1
2020.05	마포구	공덕동	19,177	8,949	4,033	3,067	2,473	497	122	26	8	2	-
2020.05	마포구	아현동	10,228	3,207	2,284	2,424	1,899	322	62	22	5	2	1
2020.05	양천구	계	179,177	51,938	38,930	38,553	39,176	8,368	1,663	372	115	36	26
2020.05	양천구	목1동	10,547	1,578	1,816	2,949	3,398	634	122	39	6	4	1
2020.05	양천구	목2동	13,207	4,756	2,970	2,539	2,263	521	114	28	10	3	3
2020.05	양천구	목3동	10,021	3,703	2,426	1,961	1,515	310	76	22	6	1	1
2020.05	양천구	목4동	10,122	3,012	1,916	2,106	2,432	519	104	19	12	1	1
2020.05	양천구	신월1동	10,137	4,418	2,414	1,743	1,191	290	68	10	2	1	-
2020.05	양천구	신월2동	8,504	2,420	2,057	1,852	1,593	446	98	26	6	3	3
2020.05	양천구	신월3동	8,140	3,997	1,816	1,177	842	244	53	7	1	-	3
2020.05	양천구	신월4동	6,899	1,552	1,646	1,646	1,549	385	98	19	3	1	-
2020.05	양천구	신월5동	6,430	2,194	1,544	1,282	1,056	261	74	15	1	2	1
2020.05	양천구	신월6동	4,320	1,005	1,044	1,052	966	204	38	9	1	1	-
2020.05	양천구	신월7동	9,235	3,123	2,615	1,821	1,314	278	62	16	4	1	1
2020.05	양천구	신정1동	7,212	1,403	1,262	1,687	2,302	461	76	11	7	-	3
2020.05	양천구	신정2동	7,130	1,562	1,305	1,554	2,172	458	64	9	3	2	1
2020.05	양천구	신정3동	17,910	4,587	4,208	3,852	3,982	1,044	177	43	11	4	2
2020.05	양천구	신정6동	8,196	1,041	1,510	2,260	2,766	493	101	14	7	2	2
2020.05	양천구	신정7동	11,593	3,004	2,623	2,609	2,742	499	83	22	10	1	-
2020.05	양천구	목5동	13,567	1,668	2,125	3,721	5,032	813	140	40	19	8	1
2020.05	양천구	신정4동	16,007	6,915	3,633	2,742	2,061	508	115	23	6	1	3
2020.05	강서구	계	264,659	106,772	59,439	47,049	39,751	9,147	1,873	466	108	35	19
2020.05	강서구	염창동	15,761	3,913	3,176	3,813	3,971	734	115	33	6	-	-
2020.05	강서구	등촌1동	12,331	6,653	2,359	1,637	1,336	266	55	22	2	1	-
2020.05	강서구	등촌2동	8,749	2,757	2,057	1,828	1,593	386	96	23	7	2	-
2020.05	강서구	등촌3동	14,960	5,960	3,940	2,613	1,964	380	81	17	3	2	-
2020.05	강서구	화곡본동	16,607	7,267	3,800	2,778	2,116	511	93	27	10	4	1
2020.05	강서구	화곡2동	8,224	2,919	2,094	1,623	1,175	338	53	14	7	1	-
2020.05	강서구	화곡3동	9,478	3,367	2,187	1,853	1,564	381	103	16	3	2	2
2020.05	강서구	화곡4동	9,675	3,649	2,462	1,857	1,317	303	65	18	4	-	-
2020.05	강서구	화곡6동	12,068	5,619	2,528	1,899	1,565	349	81	16	4	3	4
2020.05	강서구	화곡8동	11,762	4,535	3,100	2,128	1,545	360	69	23	1	1	-
2020.05	강서구	가양1동	19,410	12,385	2,635	2,098	1,763	426	80	19	2	1	1
2020.05	강서구	가양2동	8,114	4,141	2,153	1,077	561	125	38	13	4	1	1
2020.05	강서구	가양3동	7,935	3,290	2,418	1,372	655	159	32	8	1	-	-
2020.05	강서구	발산1동	13,635	2,859	3,014	3,097	3,575	897	144	34	9	4	2
2020.05	강서구	공항동	12,777	5,680	2,730	2,077	1,751	433	83	21	1	1	-
2020.05	강서구	방화1동	17,508	4,993	3,944	3,634	3,725	960	196	47	5	3	1
2020.05	강서구	방화2동	11,581	5,552	2,588	1,705	1,285	342	82	20	5	-	2
2020.05	강서구	방화3동	11,311	4,710	2,861	1,957	1,354	322	85	13	7	2	-
2020.05	강서구	화곡1동	26,665	12,666	6,170	4,326	2,657	637	150	42	11	3	3
2020.05	강서구	우장산동	16,108	3,857	3,223	3,677	4,279	838	172	40	16	4	2
2020.05	구로구	계	177,848	67,668	41,041	32,654	27,929	6,654	1,437	327	97	28	13
2020.05	구로구	신도림동	13,378	3,017	2,959	3,277	3,280	646	147	37	8	7	-
2020.05	구로구	구로1동	8,280	2,235	1,884	1,842	1,867	367	60	17	7	1	-
2020.05	구로구	구로3동	13,159	7,650	2,277	1,597	1,256	289	63	20	5	2	-
2020.05	구로구	구로4동	10,599	5,163	2,511	1,581	1,057	216	54	8	7	1	1
2020.05	구로구	구로5동	14,620	7,104	2,982	2,191	1,786	418	104	25	8	1	1
2020.05	구로구	고척1동	9,584	3,025	2,243	1,909	1,886	410	91	13	5	2	-
2020.05	구로구	고척2동	11,613	3,823	2,760	2,317	2,111	467	114	18	3	-	-
2020.05	구로구	개봉2동	12,566	3,227	3,289	2,905	2,390	570	140	33	10	1	1
2020.05	구로구	개봉3동	8,904	2,674	2,409	1,897	1,496	341	65	12	7	3	-
2020.05	구로구	오류1동	11,554	5,824	2,471	1,648	1,221	303	61	13	10	1	2
2020.05	구로구	수궁동	9,890	2,919	2,622	2,103	1,650	466	108	18	4	-	-
2020.05	구로구	가리봉동	5,931	4,046	1,009	480	293	83	13	5	1	-	1
2020.05	구로구	구로2동	12,662	6,219	2,948	1,834	1,221	329	78	23	6	3	1
2020.05	구로구	개봉1동	13,844	4,911	3,458	2,595	2,165	551	126	30	4	2	2
2020.05	구로구	오류2동	15,569	4,425	3,943	3,060	2,993	918	167	47	9	3	4
2020.05	구로구	항동	5,695	1,406	1,276	1,418	1,257	280	46	8	3	1	-
2020.05	금천구	계	112,244	51,887	24,618	17,534	13,842	3,365	745	167	56	16	14
2020.05	금천구	가산동	14,385	10,446	1,915	1,102	708	155	50	5	3	1	-
2020.05	금천구	독산1동	20,934	10,365	4,108	3,080	2,594	604	133	33	9	4	4
2020.05	금천구	독산2동	9,287	4,122	2,228	1,528	1,087	259	48	11	3	-	1
2020.05	금천구	독산3동	12,451	5,949	2,852	1,864	1,391	310	64	12	5	4	-
2020.05	금천구	독산4동	7,654	3,451	1,807	1,212	877	246	47	10	2	1	1
2020.05	금천구	시흥1동	15,913	6,834	3,675	2,657	2,121	496	88	32	7	1	2
2020.05	금천구	시흥2동	8,386	2,096	2,051	1,846	1,772	451	133	23	8	2	4
2020.05	금천구	시흥3동	4,741	1,487	1,304	934	755	213	38	5	5	-	-
2020.05	금천구	시흥4동	9,122	3,211	2,293	1,764	1,410	336	73	20	12	2	1
2020.05	금천구	시흥5동	9,371	3,926	2,385	1,547	1,127	295	71	16	2	1	1
2020.05	영등포구	계	179,007	83,852	36,367	28,386	23,636	5,238	1,116	290	74	21	27
2020.05	영등포구	여의동	13,704	4,165	3,069	2,960	2,722	575	154	39	9	6	5
2020.05	영등포구	당산1동	10,731	5,549	2,177	1,521	1,128	266	68	15	4	-	3
2020.05	영등포구	당산2동	17,690	8,956	3,050	2,687	2,344	494	115	29	11	3	1
2020.05	영등포구	양평1동	9,054	4,527	2,006	1,315	948	191	46	15	4	2	-
2020.05	영등포구	양평2동	10,085	4,114	2,165	1,798	1,605	314	68	15	4	-	2
2020.05	영등포구	신길1동	10,298	6,406	1,817	1,078	762	184	37	10	2	1	1
2020.05	영등포구	신길3동	7,641	3,007	1,661	1,484	1,148	290	37	9	3	2	-
2020.05	영등포구	신길4동	4,312	1,970	965	731	485	134	22	4	1	-	-
2020.05	영등포구	신길5동	4,894	1,932	1,134	895	710	180	27	12	1	1	2
2020.05	영등포구	신길6동	8,525	3,832	1,876	1,390	1,097	245	60	14	7	-	4
2020.05	영등포구	신길7동	7,874	2,222	1,664	1,694	1,809	390	68	23	3	-	1
2020.05	영등포구	대림1동	6,400	3,115	1,432	923	729	155	34	9	2	-	1
2020.05	영등포구	대림2동	6,867	3,780	1,527	839	528	145	34	10	3	1	-
2020.05	영등포구	대림3동	10,433	4,050	2,514	1,887	1,496	365	86	28	7	-	-
2020.05	영등포구	영등포본동	10,251	4,661	2,064	1,672	1,464	318	53	14	1	3	1
2020.05	영등포구	영등포동	17,938	12,996	2,349	1,310	1,019	210	39	9	3	-	3
2020.05	영등포구	도림동	9,378	4,639	2,070	1,385	983	235	51	12	3	-	-
2020.05	영등포구	문래동	12,932	3,931	2,827	2,817	2,659	547	117	23	6	2	3
2020.05	동작구	계	182,962	79,871	38,214	30,859	26,283	5,999	1,289	332	74	25	16
2020.05	동작구	노량진2동	7,245	4,262	1,460	821	534	127	33	7	1	-	-
2020.05	동작구	상도1동	21,498	9,993	3,955	3,624	3,065	670	137	39	12	1	2
2020.05	동작구	상도2동	12,742	5,171	2,702	2,262	2,041	436	103	22	4	1	-
2020.05	동작구	상도3동	12,053	5,379	2,671	1,997	1,525	355	90	26	4	4	2
2020.05	동작구	상도4동	13,665	5,792	3,124	2,387	1,835	431	73	18	3	-	2
2020.05	동작구	사당1동	13,230	7,723	2,642	1,532	1,052	215	52	8	5	1	-
2020.05	동작구	사당3동	10,542	3,536	2,426	2,158	1,843	433	96	37	8	3	2
2020.05	동작구	사당4동	7,124	3,287	1,624	1,101	870	185	39	14	3	1	-
2020.05	동작구	사당5동	6,408	2,506	1,418	1,243	999	190	41	8	1	1	1
2020.05	동작구	대방동	17,196	7,068	3,277	2,875	3,067	702	153	40	6	5	3
2020.05	동작구	신대방1동	10,038	3,812	1,984	1,764	1,908	450	91	18	7	1	3
2020.05	동작구	신대방2동	9,437	4,351	1,751	1,488	1,385	353	81	21	6	1	-
2020.05	동작구	흑석동	14,388	5,600	3,045	2,762	2,330	527	96	25	3	-	-
2020.05	동작구	노량진1동	15,456	7,224	3,181	2,451	1,982	473	105	32	5	2	1
2020.05	동작구	사당2동	11,940	4,167	2,954	2,394	1,847	452	99	17	6	4	-
2020.05	관악구	계	272,524	156,127	50,188	32,538	25,739	6,103	1,338	349	87	29	26
2020.05	관악구	보라매동	12,431	6,027	2,751	1,852	1,399	314	65	15	2	3	3
2020.05	관악구	청림동	6,557	2,010	1,672	1,410	1,150	241	54	10	8	1	1
2020.05	관악구	행운동	17,380	10,913	2,973	1,745	1,329	317	82	13	5	3	-
2020.05	관악구	낙성대동	11,034	7,859	1,468	844	641	168	38	10	4	-	2
2020.05	관악구	중앙동	9,707	6,495	1,564	831	624	151	32	6	1	2	1
2020.05	관악구	인헌동	14,253	7,900	2,736	1,776	1,408	337	63	28	4	-	1
2020.05	관악구	남현동	9,468	4,858	1,907	1,376	995	244	63	15	5	1	4
2020.05	관악구	서원동	14,110	9,019	2,600	1,341	869	203	64	10	3	1	-
2020.05	관악구	신원동	10,743	6,447	2,131	1,155	797	158	39	8	2	3	3
2020.05	관악구	서림동	14,380	9,425	2,282	1,343	991	255	60	19	3	-	2
2020.05	관악구	신사동	13,554	8,532	2,330	1,370	1,036	225	47	9	5	-	-
2020.05	관악구	신림동	17,055	14,050	1,903	627	364	86	20	3	-	1	1
2020.05	관악구	난향동	6,433	1,942	1,553	1,290	1,241	308	73	20	4	1	1
2020.05	관악구	조원동	10,479	6,666	1,833	987	763	179	29	16	4	2	-
2020.05	관악구	대학동	16,071	12,044	1,825	1,132	825	184	51	8	2	-	-
2020.05	관악구	은천동	16,038	7,017	3,490	2,598	2,243	517	133	28	8	4	-
2020.05	관악구	성현동	12,456	3,910	2,976	2,486	2,395	555	91	32	7	2	2
2020.05	관악구	청룡동	21,799	15,367	2,959	1,699	1,348	329	74	17	5	-	1
2020.05	관악구	난곡동	12,984	5,322	3,205	2,249	1,703	389	85	22	7	1	1
2020.05	관악구	삼성동	11,411	4,726	2,784	1,866	1,512	405	88	24	1	3	2
2020.05	관악구	미성동	14,181	5,598	3,246	2,561	2,106	538	87	36	7	1	1
2020.05	서초구	계	173,849	59,041	34,879	34,283	34,715	8,169	1,966	520	181	51	44
2020.05	서초구	서초1동	9,334	3,920	1,775	1,571	1,522	388	119	28	8	2	1
2020.05	서초구	서초2동	8,553	3,836	1,544	1,444	1,333	294	78	15	5	2	2
2020.05	서초구	서초3동	13,852	6,019	2,698	2,280	2,069	555	155	45	19	6	6
2020.05	서초구	서초4동	11,032	2,342	1,940	2,597	3,325	650	117	44	12	4	1
2020.05	서초구	잠원동	13,941	4,705	2,637	2,937	2,961	546	106	29	15	3	2
2020.05	서초구	반포본동	4,133	767	828	980	1,242	237	57	15	3	2	2
2020.05	서초구	반포1동	14,388	6,367	2,221	2,373	2,640	586	146	34	17	4	-
2020.05	서초구	반포2동	5,122	684	837	1,311	1,723	453	85	15	9	3	2
2020.05	서초구	반포3동	7,245	1,345	1,440	1,920	2,029	406	67	25	9	1	3
2020.05	서초구	반포4동	7,315	1,886	1,496	1,792	1,604	384	112	25	8	5	3
2020.05	서초구	방배본동	7,939	2,158	1,574	1,697	1,905	453	106	30	10	2	4
2020.05	서초구	방배1동	7,715	2,967	1,780	1,375	1,208	281	77	19	4	1	3
2020.05	서초구	방배2동	8,727	3,071	2,146	1,618	1,429	357	66	26	5	3	6
2020.05	서초구	방배3동	8,369	2,240	1,868	1,904	1,816	386	107	33	9	3	3
2020.05	서초구	방배4동	9,751	3,415	2,022	1,833	1,882	439	121	24	11	3	1
2020.05	서초구	양재1동	18,276	6,103	3,997	3,488	3,302	1,048	253	65	17	1	2
2020.05	서초구	양재2동	10,818	5,045	2,243	1,610	1,417	376	89	25	10	2	1
2020.05	서초구	내곡동	7,339	2,171	1,833	1,553	1,308	330	105	23	10	4	2
2020.05	강남구	계	233,354	93,058	44,152	41,248	42,522	9,454	2,092	560	159	70	39
2020.05	강남구	신사동	7,410	2,922	1,548	1,308	1,215	296	78	25	12	4	2
2020.05	강남구	논현1동	14,436	9,603	2,513	1,162	825	233	68	22	5	3	2
2020.05	강남구	논현2동	11,446	6,310	2,088	1,546	1,161	247	70	17	6	1	-
2020.05	강남구	삼성1동	6,032	2,103	1,246	1,181	1,103	293	71	24	6	3	2
2020.05	강남구	삼성2동	13,494	5,879	2,331	2,266	2,362	476	119	43	11	2	5
2020.05	강남구	대치1동	7,408	567	919	1,965	3,120	661	134	28	5	6	3
2020.05	강남구	대치4동	10,169	5,364	1,678	1,358	1,373	293	79	16	6	2	-
2020.05	강남구	역삼1동	23,790	17,066	3,471	1,654	1,165	320	78	25	7	3	1
2020.05	강남구	역삼2동	15,653	6,481	2,329	2,817	3,211	618	142	28	9	7	11
2020.05	강남구	도곡1동	8,654	2,609	1,599	1,867	2,054	396	86	26	12	5	-
2020.05	강남구	도곡2동	11,828	2,188	2,302	2,999	3,459	701	127	38	9	3	2
2020.05	강남구	개포1동	2,711	832	605	533	572	132	28	6	2	1	-
2020.05	강남구	개포4동	7,768	2,981	1,596	1,459	1,325	318	62	16	7	3	1
2020.05	강남구	일원본동	8,162	1,457	1,527	2,013	2,580	468	89	21	4	1	2
2020.05	강남구	일원1동	7,495	3,169	1,785	1,253	945	269	61	13	-	-	-
2020.05	강남구	일원2동	7,383	2,278	1,796	1,529	1,456	273	37	12	-	1	1
2020.05	강남구	수서동	7,876	3,444	2,329	1,182	686	179	41	7	8	-	-
2020.05	강남구	세곡동	17,961	5,938	3,948	3,268	3,337	1,094	285	69	16	4	2
2020.05	강남구	압구정동	10,714	2,991	2,404	2,402	2,219	529	129	27	5	7	1
2020.05	강남구	청담동	11,971	4,778	2,323	2,211	1,996	485	110	47	12	7	2
2020.05	강남구	대치2동	12,929	2,481	2,070	3,214	4,193	788	128	37	10	6	2
2020.05	강남구	개포2동	8,064	1,617	1,745	2,061	2,165	385	70	13	7	1	-
2020.05	송파구	계	279,817	97,429	59,423	55,380	52,810	11,500	2,495	547	163	42	28
2020.05	송파구	풍납1동	6,465	2,525	1,584	1,148	958	182	52	13	2	1	-
2020.05	송파구	풍납2동	11,085	4,174	2,248	2,227	1,912	398	99	21	5	1	-
2020.05	송파구	거여1동	5,538	1,903	1,350	1,045	972	206	48	10	1	2	1
2020.05	송파구	거여2동	7,176	2,537	1,789	1,421	1,095	254	62	13	2	1	2
2020.05	송파구	마천1동	9,044	3,553	2,130	1,575	1,302	385	77	18	3	1	-
2020.05	송파구	마천2동	8,794	3,304	2,168	1,639	1,259	314	83	20	6	-	1
2020.05	송파구	방이1동	6,301	1,880	1,227	1,332	1,447	318	74	16	5	2	-
2020.05	송파구	방이2동	14,135	7,867	2,806	1,771	1,322	282	68	13	5	-	1
2020.05	송파구	오륜동	5,963	662	1,106	1,581	2,081	431	68	23	8	1	2
2020.05	송파구	오금동	15,959	4,422	3,733	3,619	3,225	745	174	33	4	3	1
2020.05	송파구	송파1동	12,430	5,987	2,656	1,897	1,416	351	90	24	5	2	2
2020.05	송파구	송파2동	7,506	1,713	1,572	1,788	1,894	428	82	14	10	4	1
2020.05	송파구	석촌동	17,078	8,745	3,574	2,414	1,800	404	112	19	7	3	-
2020.05	송파구	삼전동	16,304	8,357	3,292	2,374	1,774	397	85	16	6	-	3
2020.05	송파구	가락본동	11,963	4,636	2,556	2,200	1,968	487	87	24	3	-	2
2020.05	송파구	가락1동	9,919	1,599	2,520	2,639	2,558	474	100	19	5	2	3
2020.05	송파구	가락2동	12,331	2,989	2,496	2,970	3,110	593	126	39	7	1	-
2020.05	송파구	문정1동	8,543	2,727	1,942	1,728	1,641	397	78	16	11	1	2
2020.05	송파구	문정2동	15,555	8,499	2,820	1,977	1,760	358	97	28	11	3	2
2020.05	송파구	잠실본동	15,365	8,406	2,973	2,016	1,513	349	88	13	6	-	1
2020.05	송파구	잠실4동	7,447	1,206	1,441	2,044	2,202	428	90	21	10	5	-
2020.05	송파구	잠실6동	5,949	974	1,349	1,591	1,530	386	82	29	4	2	2
2020.05	송파구	잠실7동	3,475	528	841	888	949	206	48	11	4	-	-
2020.05	송파구	잠실2동	11,970	1,814	1,882	3,095	4,314	713	125	17	7	3	-
2020.05	송파구	잠실3동	12,190	1,904	2,598	3,300	3,534	685	122	31	11	3	2
2020.05	송파구	장지동	12,303	3,471	2,992	2,769	2,347	572	120	23	9	-	-
2020.05	송파구	위례동	9,029	1,047	1,778	2,332	2,927	757	158	23	6	1	-
2020.05	강동구	계	192,334	67,450	42,946	37,739	34,396	7,733	1,527	400	99	22	22
2020.05	강동구	강일동	11,245	2,375	2,650	2,264	2,746	981	192	29	6	1	1
2020.05	강동구	상일동	11,098	1,963	2,448	2,803	3,121	640	90	25	3	1	4
2020.05	강동구	명일1동	9,983	2,347	2,415	2,408	2,240	457	84	19	12	1	-
2020.05	강동구	명일2동	5,975	1,181	1,097	1,367	1,845	378	70	24	11	-	2
2020.05	강동구	고덕1동	8,937	1,600	1,570	2,329	2,761	533	105	28	8	-	3
2020.05	강동구	고덕2동	8,126	2,106	1,891	1,869	1,847	331	56	20	4	-	2
2020.05	강동구	암사2동	6,357	1,935	1,547	1,371	1,201	233	55	12	-	1	2
2020.05	강동구	암사3동	6,340	1,112	1,390	1,593	1,720	396	85	27	11	4	2
2020.05	강동구	천호1동	12,840	5,305	3,012	2,332	1,675	402	84	20	6	2	2
2020.05	강동구	천호3동	13,690	6,869	2,954	2,028	1,422	328	68	19	2	-	-
2020.05	강동구	성내1동	8,144	2,413	1,909	1,824	1,565	343	67	21	2	-	-
2020.05	강동구	성내2동	12,737	6,571	2,744	1,880	1,180	276	58	18	8	1	1
2020.05	강동구	성내3동	10,462	4,089	2,384	1,882	1,643	375	67	18	2	1	1
2020.05	강동구	둔촌1동	162	114	19	11	14	2	2	-	-	-	-
2020.05	강동구	둔촌2동	11,242	3,676	2,569	2,302	2,166	420	83	22	2	1	1
2020.05	강동구	암사1동	16,168	6,321	3,746	3,057	2,417	492	96	29	7	3	-
2020.05	강동구	천호2동	17,703	8,679	3,991	2,644	1,851	412	96	23	5	2	-
2020.05	강동구	길동	21,125	8,794	4,610	3,775	2,982	734	169	46	10	4	1
2020.06	합계	합계	4,384,076	1,810,878	940,220	767,670	668,740	152,518	32,661	7,992	2,179	687	531
2020.06	종로구	계	74,497	37,503	14,341	10,697	8,837	2,364	524	164	38	13	16
2020.06	종로구	사직동	4,717	2,373	935	673	536	147	30	17	2	1	3
2020.06	종로구	삼청동	1,370	729	252	182	140	43	19	4	-	-	1
2020.06	종로구	부암동	4,346	1,686	972	745	689	177	50	20	3	1	3
2020.06	종로구	평창동	7,517	2,428	1,753	1,470	1,352	396	69	31	12	4	2
2020.06	종로구	무악동	3,203	764	717	736	757	188	26	11	1	1	2
2020.06	종로구	교남동	4,595	1,658	1,090	918	755	138	25	7	3	1	-
2020.06	종로구	가회동	2,074	956	433	348	243	63	22	5	3	-	1
2020.06	종로구	종로1.2.3.4가동	5,232	4,149	523	286	204	49	14	6	1	-	-
2020.06	종로구	종로5·6가동	3,406	2,353	520	285	180	57	8	2	1	-	-
2020.06	종로구	이화동	4,463	2,725	805	462	343	98	21	8	-	1	-
2020.06	종로구	창신1동	2,952	1,766	571	317	208	72	15	3	-	-	-
2020.06	종로구	창신2동	4,137	1,983	908	622	445	135	35	8	1	-	-
2020.06	종로구	창신3동	2,905	944	689	634	454	151	28	2	3	-	-
2020.06	종로구	숭인1동	2,990	1,397	658	459	355	95	20	5	-	1	-
2020.06	종로구	숭인2동	5,871	3,915	921	519	386	104	22	2	2	-	-
2020.06	종로구	청운효자동	5,395	2,043	1,135	991	915	234	54	18	2	3	-
2020.06	종로구	혜화동	9,324	5,634	1,459	1,050	875	217	66	15	4	-	4
2020.06	중구	계	63,354	31,643	13,498	9,121	6,839	1,660	429	108	26	12	18
